filename,filepath,url,title,author,date,content,tags
german-chancellor-visits-vulcans-landau-geothermal-and-lithium-extraction-facility.md,crawled_data/thinkgeoenergy/german-chancellor-visits-vulcans-landau-geothermal-and-lithium-extraction-facility.md,https://www.thinkgeoenergy.com/german-chancellor-visits-vulcans-landau-geothermal-and-lithium-extraction-facility/,German Chancellor Visits Vulcans Landau Geothermal and Lithium Extraction Facility,,30 Jan 2025,"![](
![](
![](
![](
![](
![](
## News
1. Homepage
2. Technology
# German Chancellor visits Vulcan’s Landau geothermal and lithium extraction facility
!German Chancellor visits Vulcan’s Landau geothermal and lithium extraction facility German Chancellor Olaf Scholz visits Vulcan’s lithium and geothermal facilities in Germany (source: Vulcan Energy)
![ ](
![ ]( Carlo Cariaga 30 Jan 2025
German Chancellor Olaf Scholz visited Vulcan Energy's geothermal and lithium extraction facility in Landau, stating the importance of a domestic lithium supply.
![](
![](
![](
![](
![](
![](
![](
![](
![](
German Federal Chancellor Olaf Scholz (SPD) visited the geothermal power and lithium extraction facility of
Landau is the site of Vulcan’s upstream Lithium Extraction Optimization Plant (LEOP), where lithium chloride (LiCl) is extracted from geothermal brines. This facility was officially opened in November 2023. Lithium chloride from Landau is then sent to Vulcan’s Central Lithium Electrolysis Optimisation Plant (CLEOP) in Frankfurt-Höchst, where it is converted to lithium hydroxide.
During his visit, Scholz reiterated the importance of geothermal for the future energy needs of Germany, describing it as a “largely unused but very ecological option to ensure that we provide the heat needed for households and businesses in Germany.” Geretsried and Potsdam.
![]( Energy’s Lithium Extraction Optimization Plant in Landau, Germany (source: Vulcan Energy)
Scholz also emphasized the need for a secure domestic lithium value chain in Germany and Europe and reaffirmed his government’s commitment to support the expansion of geothermal energy, targeting 100 new geothermal projects by 2030.
“The idea that we have to import lithium from many countries far away from us keeps cropping up, and we are dependent on those who sell it to us. In fact, in Europe, but especially in Germany, we have the foundations to be able to produce this raw material supply ourselves. In addition, we have a great deal of untapped potential for a sustainable heat supply, such as deep geothermal energy, which could supply both households and industry with renewable energy. This technology is trendsetting. As the German government, we actively support this innovative approach,”
“Vulcan’s mission is to deliver domestic and sustainable lithium to support Europe’s green energy and mobility transition. The Chancellor’s visit reaffirms the importance of our Lionheart Project as the most advanced integrated lithium and renewable energy project in Europe and gives us additional confidence that our work aligns with key policy priorities,”
Source:
![](
![](
![](
![](
![](
![](
## Upcoming event
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
### Check out the latest Industry Events & Conferences
Go to Events
News
![Konin, Poland officially starts operations of geothermal heating plant 28 Oct 2025 Konin, Poland officially starts operations of geothermal heating plant ](
SHARE
![]( ![]( ![]( ![](
![GeotherMOOC free online course provides training on the whole geothermal value chain 27 Oct 2025 GeotherMOOC free online course provides training on the whole geothermal value chain ](
SHARE
![]( ![]( ![]( ![](
![Praxisforum event recognizes exceptional geothermal projects and research in Germany 24 Oct 2025 Praxisforum event recognizes exceptional geothermal projects and research in Germany ](
SHARE
![]( ![]( ![]( ![](
![Green Tech starts work on geothermal-heated greenhouse complex in Romania 24 Oct 2025 Green Tech starts work on geothermal-heated greenhouse complex in Romania ](
SHARE
![]( ![]( ![]( ![](
![HEZ Enerji starts operations of 24-MW Morali geothermal power plant in Aydin, Türkiye 23 Oct 2025 HEZ Enerji starts operations of 24-MW Morali geothermal power plant in Aydin, Türkiye ](
SHARE
![]( ![]( ![]( ![](
![First well for Laufzorn II geothermal heating plant in Germany drilled with positive results 23 Oct 2025 First well for Laufzorn II geothermal heating plant in Germany drilled with positive results ](
SHARE
![]( ![]( ![]( ![](
![Brzesko, Poland to reissue tender for geothermal drilling due to expensive initial offer 22 Oct 2025 Brzesko, Poland to reissue tender for geothermal drilling due to expensive initial offer ](
SHARE
![]( ![]( ![]( ![](
![Lower Austria starts deep geothermal exploration campaign for district heating 22 Oct 2025 Lower Austria starts deep geothermal exploration campaign for district heating ](
SHARE
![]( ![]( ![]( ![](
![Registration – Geothermal Innovation Days; 3-4 December 2025; Strasbourg, France 21 Oct 2025 Registration – Geothermal Innovation Days; 3-4 December 2025; Strasbourg, France ](
SHARE
![]( ![]( ![]( ![](
![Orkuveitan to lead deep geothermal drilling project in Iceland targeting 400 °C temperatures 21 Oct 2025 Orkuveitan to lead deep geothermal drilling project in Iceland targeting 400 °C temperatures ](
SHARE
![]( ![]( ![]( ![](
![Webinar – Commissioning activities in geothermal power plants, 24 October 2025 20 Oct 2025 Webinar – Commissioning activities in geothermal power plants, 24 October 2025 ](
SHARE
![]( ![]( ![]( ![](
![Geothermal project in Bad Bevensen, Germany to be revived with new partner 20 Oct 2025 Geothermal project in Bad Bevensen, Germany to be revived with new partner ](
SHARE
![]( ![]( ![]( ![](
[]( [](
![](
![](
![](
![](
![](
![](
We use cookies on our website to give you the most relevant experience by remembering your preferences and repeat visits. By clicking “Accept”, you consent to the use of ALL the cookies.
Cookie settingsACCEPT
Manage consent
Close
#### Privacy Overview
This website uses cookies to improve your experience while you navigate through the website. Out of these, the cookies that are categorized as necessary are stored on your browser as they are essential for the working of basic functionalities of the ...
Necessary
Necessary
Always Enabled
Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
Non-necessary
Non-necessary
Any cookies that may not be particularly necessary for the website to function and is used specifically to collect user personal data via analytics, ads, other embedded contents are termed as non-necessary cookies. It is mandatory to procure user consent prior to running these cookies on your website.
SAVE & ACCEPT
Go to mobile version
!notification icon
Welcome to ThinkGeoEnergy!
We would like your permission to send you news and updates!
Later",
stryde-to-supply-seismic-nodes-for-co2-storage-project-in-denmark.md,crawled_data/thinkgeoenergy/stryde-to-supply-seismic-nodes-for-co2-storage-project-in-denmark.md,https://www.thinkgeoenergy.com/stryde-to-supply-seismic-nodes-for-co2-storage-project-in-denmark/,Stryde to Supply Seismic Nodes for CO2 Storage Project in Denmark,,14 Feb 2025,"![](
![](
![](
![](
![](
![](
## News
1. Homepage
2. Technology
# STRYDE to supply seismic nodes for CO2 storage project in Denmark
!STRYDE to supply seismic nodes for CO2 storage project in Denmark The seismic survey crew of S3 (source: STRYDE)
![ ](
![ ]( Carlo Cariaga 14 Feb 2025
STRYDE will be supplying 42,000 seismic nodes to Smart Seismic Solutions for the groundbreaking CarbonCuts CO2 storage project in Denmark.
![](
![](
![](
![](
![](
![](
![](
![](
![](
3
The CarbonCuts Project is a high-profile initiative aimed at identifying optimal onshore subsurface storage solutions for CO2 sequestration. With geological CO2 storage now a globally recognised, proven, and safe technology to tackle the climate crisis, and CO2 storage on land being significantly more affordable than offshore options, onshore CO2 storage is becoming increasingly accessible for a wider range of emitters to manage their emissions responsibly.
S3, a leading geophysical service provider, is at the forefront of this initiative, spearheading the acquisition of a high-density seismic dataset using STRYDE’s innovative nodal seismic acquisition system.
_“_ The CarbonCuts Project is a cornerstone in Denmark’s journey toward a greener future, and we are proud to contribute. The Rødby structure, an elongated anticlinal dome with a four-way closure that formed during the Mesozoic Era over a Zechstein salt pillow, is a fascinating target for this high-density seismic survey,”3
_“STRYDE’s cutting-edge technology is pivotal to delivering superior seismic image quality. The dense deployment of STRYDE nodes provides exceptional clarity of the subsurface, enabling stakeholders to identify geological structures suitable for carbon storage with greater precision. This significantly reduces risks and enhances the reliability of long-term CO? sequestration solutions.”_
The seismic survey will be crucial in advancing Denmark’s ambitious goal of achieving net-zero emissions by 2045, utilising advanced seismic technology to map geological formations with unprecedented accuracy, ultimately helping to ensure safe and effective onshore CO2 storage.
Mike Popham, CEO of STRYDE, commented: “This collaboration highlights how our unique seismic system is revolutionising the industry, enabling the rapid and safe acquisition of the seismic data needed to empower organisations to make more informed decisions, driving meaningful climate action.
_“Our solution significantly lowers the barriers for onshore carbon storage initiatives, and we are proud to help S 3 deliver seismic data needed for this important project. Together, these organisations are paving the way for more sustainable energy practices and helping to secure a cleaner, greener future.”_
Source: Email correspondence
![](
![](
![](
![](
![](
![](
## Upcoming event
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
### Check out the latest Industry Events & Conferences
Go to Events
News
![Konin, Poland officially starts operations of geothermal heating plant 28 Oct 2025 Konin, Poland officially starts operations of geothermal heating plant ](
SHARE
![]( ![]( ![]( ![](
![GeotherMOOC free online course provides training on the whole geothermal value chain 27 Oct 2025 GeotherMOOC free online course provides training on the whole geothermal value chain ](
SHARE
![]( ![]( ![]( ![](
![Praxisforum event recognizes exceptional geothermal projects and research in Germany 24 Oct 2025 Praxisforum event recognizes exceptional geothermal projects and research in Germany ](
SHARE
![]( ![]( ![]( ![](
![Green Tech starts work on geothermal-heated greenhouse complex in Romania 24 Oct 2025 Green Tech starts work on geothermal-heated greenhouse complex in Romania ](
SHARE
![]( ![]( ![]( ![](
![HEZ Enerji starts operations of 24-MW Morali geothermal power plant in Aydin, Türkiye 23 Oct 2025 HEZ Enerji starts operations of 24-MW Morali geothermal power plant in Aydin, Türkiye ](
SHARE
![]( ![]( ![]( ![](
![First well for Laufzorn II geothermal heating plant in Germany drilled with positive results 23 Oct 2025 First well for Laufzorn II geothermal heating plant in Germany drilled with positive results ](
SHARE
![]( ![]( ![]( ![](
![Brzesko, Poland to reissue tender for geothermal drilling due to expensive initial offer 22 Oct 2025 Brzesko, Poland to reissue tender for geothermal drilling due to expensive initial offer ](
SHARE
![]( ![]( ![]( ![](
![Lower Austria starts deep geothermal exploration campaign for district heating 22 Oct 2025 Lower Austria starts deep geothermal exploration campaign for district heating ](
SHARE
![]( ![]( ![]( ![](
![Registration – Geothermal Innovation Days; 3-4 December 2025; Strasbourg, France 21 Oct 2025 Registration – Geothermal Innovation Days; 3-4 December 2025; Strasbourg, France ](
SHARE
![]( ![]( ![]( ![](
![Orkuveitan to lead deep geothermal drilling project in Iceland targeting 400 °C temperatures 21 Oct 2025 Orkuveitan to lead deep geothermal drilling project in Iceland targeting 400 °C temperatures ](
SHARE
![]( ![]( ![]( ![](
![Webinar – Commissioning activities in geothermal power plants, 24 October 2025 20 Oct 2025 Webinar – Commissioning activities in geothermal power plants, 24 October 2025 ](
SHARE
![]( ![]( ![]( ![](
![Geothermal project in Bad Bevensen, Germany to be revived with new partner 20 Oct 2025 Geothermal project in Bad Bevensen, Germany to be revived with new partner ](
SHARE
![]( ![]( ![]( ![](
[]( [](
![](
![](
![](
![](
![](
![](
We use cookies on our website to give you the most relevant experience by remembering your preferences and repeat visits. By clicking “Accept”, you consent to the use of ALL the cookies.
Cookie settingsACCEPT
Manage consent
Close
#### Privacy Overview
This website uses cookies to improve your experience while you navigate through the website. Out of these, the cookies that are categorized as necessary are stored on your browser as they are essential for the working of basic functionalities of the ...
Necessary
Necessary
Always Enabled
Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
Non-necessary
Non-necessary
Any cookies that may not be particularly necessary for the website to function and is used specifically to collect user personal data via analytics, ads, other embedded contents are termed as non-necessary cookies. It is mandatory to procure user consent prior to running these cookies on your website.
SAVE & ACCEPT
Go to mobile version
!notification icon
Welcome to ThinkGeoEnergy!
We would like your permission to send you news and updates!
Later",
work-begins-on-the-bingol-geopark-project-binjeopark-in-turkiye.md,crawled_data/thinkgeoenergy/work-begins-on-the-bingol-geopark-project-binjeopark-in-turkiye.md,https://www.thinkgeoenergy.com/work-begins-on-the-bingol-geopark-project-binjeopark-in-turkiye/,Work Begins on the Bingol Geopark Project Binjeopark in Turkiye,,24 Feb 2025,"![](
![](
![](
![](
![](
![](
## News
1. Homepage
2. Technology
# Work begins on the Bingöl Geopark Project (Binjeopark) in Türkiye
!Work begins on the Bingöl Geopark Project \(Binjeopark\) in Türkiye Bingöl Geopark (Binjeopark) Project meeting (Source: BÜ-EÇDAM)
![ ](
![ ]( Carlo Cariaga 24 Feb 2025
Work has officially begun on a geothermal-supported Geopark Project in Bingöl, Türkiye, for which a feasibility study and a promotional workshop are planned.
![](
![](
![](
![](
![](
![](
![](
![](
![](
Work has officially begun on the Bingöl Geopark (Binjeopark) Project, which aims to establish a geopark integrated with geothermal resources in Bingöl, Türkiye. The project is being carried out by the Geopark Working Group of
The project took its first steps with a meeting coordinated by the Bingöl Governorship’s Projects and Investment Office. During this meeting, a brief presentation was given on the Bingöl Geopark Project, emphasizing its significant contribution to the national and international promotion of Bingöl. Among the initial steps planned within the project, it was decided to conduct a feasibility study to assess Bingöl’s geopark potential and to organize a promotional workshop.
Additionally, a decision was made to establish the Bingöl Geopark Sub-Commission to ensure the project progresses systematically and in a coordinated manner. Moving forward, the geopark efforts will be carried out under the supervision of this commission.
It was highlighted that Bingöl holds great potential in terms of geothermal and natural heritage. and the project is expected to create significant opportunities for sustainable tourism and scientific research in the region.
Source:
![](
![](
![](
![](
![](
![](
## Upcoming event
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
### Check out the latest Industry Events & Conferences
Go to Events
News
![Konin, Poland officially starts operations of geothermal heating plant 28 Oct 2025 Konin, Poland officially starts operations of geothermal heating plant ](
SHARE
![]( ![]( ![]( ![](
![GeotherMOOC free online course provides training on the whole geothermal value chain 27 Oct 2025 GeotherMOOC free online course provides training on the whole geothermal value chain ](
SHARE
![]( ![]( ![]( ![](
![Praxisforum event recognizes exceptional geothermal projects and research in Germany 24 Oct 2025 Praxisforum event recognizes exceptional geothermal projects and research in Germany ](
SHARE
![]( ![]( ![]( ![](
![Green Tech starts work on geothermal-heated greenhouse complex in Romania 24 Oct 2025 Green Tech starts work on geothermal-heated greenhouse complex in Romania ](
SHARE
![]( ![]( ![]( ![](
![HEZ Enerji starts operations of 24-MW Morali geothermal power plant in Aydin, Türkiye 23 Oct 2025 HEZ Enerji starts operations of 24-MW Morali geothermal power plant in Aydin, Türkiye ](
SHARE
![]( ![]( ![]( ![](
![First well for Laufzorn II geothermal heating plant in Germany drilled with positive results 23 Oct 2025 First well for Laufzorn II geothermal heating plant in Germany drilled with positive results ](
SHARE
![]( ![]( ![]( ![](
![Brzesko, Poland to reissue tender for geothermal drilling due to expensive initial offer 22 Oct 2025 Brzesko, Poland to reissue tender for geothermal drilling due to expensive initial offer ](
SHARE
![]( ![]( ![]( ![](
![Lower Austria starts deep geothermal exploration campaign for district heating 22 Oct 2025 Lower Austria starts deep geothermal exploration campaign for district heating ](
SHARE
![]( ![]( ![]( ![](
![Registration – Geothermal Innovation Days; 3-4 December 2025; Strasbourg, France 21 Oct 2025 Registration – Geothermal Innovation Days; 3-4 December 2025; Strasbourg, France ](
SHARE
![]( ![]( ![]( ![](
![Orkuveitan to lead deep geothermal drilling project in Iceland targeting 400 °C temperatures 21 Oct 2025 Orkuveitan to lead deep geothermal drilling project in Iceland targeting 400 °C temperatures ](
SHARE
![]( ![]( ![]( ![](
![Webinar – Commissioning activities in geothermal power plants, 24 October 2025 20 Oct 2025 Webinar – Commissioning activities in geothermal power plants, 24 October 2025 ](
SHARE
![]( ![]( ![]( ![](
![Geothermal project in Bad Bevensen, Germany to be revived with new partner 20 Oct 2025 Geothermal project in Bad Bevensen, Germany to be revived with new partner ](
SHARE
![]( ![]( ![]( ![](
[]( [](
![](
![](
![](
![](
![](
![](
We use cookies on our website to give you the most relevant experience by remembering your preferences and repeat visits. By clicking “Accept”, you consent to the use of ALL the cookies.
Cookie settingsACCEPT
Manage consent
Close
#### Privacy Overview
This website uses cookies to improve your experience while you navigate through the website. Out of these, the cookies that are categorized as necessary are stored on your browser as they are essential for the working of basic functionalities of the ...
Necessary
Necessary
Always Enabled
Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
Non-necessary
Non-necessary
Any cookies that may not be particularly necessary for the website to function and is used specifically to collect user personal data via analytics, ads, other embedded contents are termed as non-necessary cookies. It is mandatory to procure user consent prior to running these cookies on your website.
SAVE & ACCEPT
Go to mobile version
!notification icon
Welcome to ThinkGeoEnergy!
We would like your permission to send you news and updates!
Later",
resource-consent-granted-to-taheke-geothermal-power-project-new-zealand.md,crawled_data/thinkgeoenergy/resource-consent-granted-to-taheke-geothermal-power-project-new-zealand.md,https://www.thinkgeoenergy.com/resource-consent-granted-to-taheke-geothermal-power-project-new-zealand/,Resource Consent Granted to Taheke Geothermal Power Project New Zealand,,8 Nov 2024,"![](
![](
![](
![](
![](
![](
## News
1. Homepage
2. Technology
# Resource consent granted to Taheke geothermal power project, New Zealand
!Resource consent granted to Taheke geothermal power project, New Zealand The Taheke Geothermal Project in New Zealand (source: Eastland Generation)
![ ](
![ ]( Carlo Cariaga 8 Nov 2024
Resource consent for a geothermal power plant in the Taheke Geothermal Field, New Zealand has been granted to ROOPU Whakarite Mahi.
![](
![](
![](
![](
![](
![](
![](
![](
![](
An independent panel has granted resource consent to construct and operate a power station near the Taheke geothermal field in Rotorua, New Zealand. The consent was granted to ROOPU Whakarite Mahi Limited Partnership, a partnership between
The project was deemed qualified for the fast-track consenting program under the COVID-19 Recovery Fast Track Consenting provisions. Thus, the decision has come 172 working days after the application was initially filed with the Environmental Protection Authority (EPA).
The Taheke project site straddles the Bay of Plenty Region and the Rotorua Lakes Districts, and is characterized by a geothermal area with a large system of springs, fumaroles, and sulfur deposits. The Taheke Geothermal Feild is located to the west of the proposed Power Station.
An exploration well had already been successfully drilled for the project in late 2021 and benefited from the Government’s COVID-19 recovery fund to support shovel-ready projects. Well testing was then conducted in mid-2022 and the results and data enabled the project to move to the consenting phase and make the application for fast-track consenting to the Ministry for the Environment.
The proposed timeline of the project estimates that construction will start by late 2024 to mid-2025 and will take approximately 24 months. The target date of commercial operations will be on 2028.
![]( masterplan for the Taheke Geothermal Project (source: EPA)
Based on the application submitted by ROOPU Whakarite Mahi, the power station to be built will have a capacity of 25 to 40 MWe. It will generate electricity using approximately 10,000 tonnes of geothermal fluid per day from the Taheke Geothermal Field. Four wells (two production and two reinjection) are initially expected to be needed and six additional wells will be drilled over the plant’s life.
Source:
![](
![](
![](
![](
![](
![](
## Upcoming event
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
### Check out the latest Industry Events & Conferences
Go to Events
News
![Kaishan signs steam supply agreement for 165-MW geothermal green ammonia facility in Kenya 28 Oct 2025 Kaishan signs steam supply agreement for 165-MW geothermal green ammonia facility in Kenya ](
SHARE
![]( ![]( ![]( ![](
![Gunung Lawu in Indonesia no longer identified as a Geothermal Working Area 27 Oct 2025 Gunung Lawu in Indonesia no longer identified as a Geothermal Working Area ](
SHARE
![]( ![]( ![]( ![](
![EDC to decommission 30-year-old Upper Mahiao geothermal power plant in Leyte, Philippines 22 Oct 2025 EDC to decommission 30-year-old Upper Mahiao geothermal power plant in Leyte, Philippines ](
SHARE
![]( ![]( ![]( ![](
![Geo Dipa and BNI sign green financing agreement for geothermal in Indonesia 21 Oct 2025 Geo Dipa and BNI sign green financing agreement for geothermal in Indonesia ](
SHARE
![]( ![]( ![]( ![](
![Star Energy starts exploration drilling in Hamiding geothermal site, Indonesia 20 Oct 2025 Star Energy starts exploration drilling in Hamiding geothermal site, Indonesia ](
SHARE
![]( ![]( ![]( ![](
![Drilling starts for 80-MW expansion of Muara Laboh geothermal site, Indonesia 17 Oct 2025 Drilling starts for 80-MW expansion of Muara Laboh geothermal site, Indonesia ](
SHARE
![]( ![]( ![]( ![](
![China and Iceland issue joint statement on geothermal and green transition cooperation 16 Oct 2025 China and Iceland issue joint statement on geothermal and green transition cooperation ](
SHARE
![]( ![]( ![]( ![](
![Service contract for Montelago geothermal power project in the Philippines terminated 16 Oct 2025 Service contract for Montelago geothermal power project in the Philippines terminated ](
SHARE
![]( ![]( ![]( ![](
![Pertamina Geothermal to invest USD 24m on Kotamobagu geothermal project, Indonesia 13 Oct 2025 Pertamina Geothermal to invest USD 24m on Kotamobagu geothermal project, Indonesia ](
SHARE
![]( ![]( ![]( ![](
![Geothermal project in Gujarat, India receives government funding for solar integration initiative 10 Oct 2025 Geothermal project in Gujarat, India receives government funding for solar integration initiative ](
SHARE
![]( ![]( ![]( ![](
![Star Energy adds capacity through retrofit of Salak geothermal power plants in Indonesia 8 Oct 2025 Star Energy adds capacity through retrofit of Salak geothermal power plants in Indonesia ](
SHARE
![]( ![]( ![]( ![](
![Beyond energy: Ulubelu as a model for inclusive geothermal management in Indonesia 3 Oct 2025 Beyond energy: Ulubelu as a model for inclusive geothermal management in Indonesia ](
SHARE
![]( ![]( ![]( ![](
[]( [](
![](
![](
![](
![](
![](
![](
We use cookies on our website to give you the most relevant experience by remembering your preferences and repeat visits. By clicking “Accept”, you consent to the use of ALL the cookies.
Cookie settingsACCEPT
Manage consent
Close
#### Privacy Overview
This website uses cookies to improve your experience while you navigate through the website. Out of these, the cookies that are categorized as necessary are stored on your browser as they are essential for the working of basic functionalities of the ...
Necessary
Necessary
Always Enabled
Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
Non-necessary
Non-necessary
Any cookies that may not be particularly necessary for the website to function and is used specifically to collect user personal data via analytics, ads, other embedded contents are termed as non-necessary cookies. It is mandatory to procure user consent prior to running these cookies on your website.
SAVE & ACCEPT
Go to mobile version
!notification icon
Welcome to ThinkGeoEnergy!
We would like your permission to send you news and updates!
Later",
iga-academy-deep-dive-geothermal-policies-regulations-feb-14-2025.md,crawled_data/thinkgeoenergy/iga-academy-deep-dive-geothermal-policies-regulations-feb-14-2025.md,https://www.thinkgeoenergy.com/iga-academy-deep-dive-geothermal-policies-regulations-feb-14-2025/,Iga Academy Deep Dive Geothermal Policies Regulations Feb 14 2025,,20 Jan 2025,"![](
![](
![](
![](
![](
![](
## News
1. Homepage
2. Technology
# IGA Academy: Deep Dive Geothermal Policies & Regulations, Feb. 14, 2025
!IGA Academy: Deep Dive Geothermal Policies & Regulations, Feb. 14, 2025 IGA Academy workshop announcement
![ ](
![ ]( Alexander Richter 20 Jan 2025
The IGA is inviting to a 2-hour workshop with a deep-dive on geothermal policies and regulations open to its Members.
![](
![](
![](
![](
![](
![](
![](
![](
![](
The International Geothermal Association has announed a new IGA Academy Course providing a Deep Dive into Geothermal Policies and Regulations in a workshop on February 14, 2025.
Geothermal energy holds incredible promise as a clean, sustainable, and reliable source of power. But turning potential into progress requires the right policies and regulatory frameworks—ones that drive innovation, attract investment, and overcome market barriers.
That’s why the IGA Academy is now inviting IGA members to a 2-hour virtual workshop where we’ll explore:
The policies that have propelled geothermal success in countries for both power and heating & cooling projects.—and how we can adapt these models for emerging markets.
* Global approaches to regulations—what works, why it works, and how countries are designing systems to streamline development and balance environmental priorities.
* Practical insights and tools to replicate success in your own region or projects.
* Whether you’re a policymaker, an industry leader, or an advocate for clean energy, this workshop will provide you with the high-level insights and actionable strategies you need to drive meaningful change.
Save the Date: 14 February 2025. 2-4pm CET
Register here:
The Workshop is for IGA Members.
![](
![](
![](
![](
![](
![](
## Upcoming event
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
![](
### Check out the latest Industry Events & Conferences
Go to Events
News
![Praxisforum event recognizes exceptional geothermal projects and research in Germany 24 Oct 2025 Praxisforum event recognizes exceptional geothermal projects and research in Germany ](
SHARE
![]( ![]( ![]( ![](
![Call for Experts – International Geothermal Commission for Standards 23 Oct 2025 Call for Experts – International Geothermal Commission for Standards ](
SHARE
![]( ![]( ![]( ![](
![Registration – Geothermal Innovation Days; 3-4 December 2025; Strasbourg, France 21 Oct 2025 Registration – Geothermal Innovation Days; 3-4 December 2025; Strasbourg, France ](
SHARE
![]( ![]( ![]( ![](
![LATAM Geothermal Congress declares a path forward for the region’s geothermal future 21 Oct 2025 LATAM Geothermal Congress declares a path forward for the region’s geothermal future ](
SHARE
![]( ![]( ![]( ![](
![Webinar – Commissioning activities in geothermal power plants, 24 October 2025 20 Oct 2025 Webinar – Commissioning activities in geothermal power plants, 24 October 2025 ](
SHARE
![]( ![]( ![]( ![](
![Dig Energy – Making geothermal heating and cooling competitive with innovative drilling tech 20 Oct 2025 Dig Energy – Making geothermal heating and cooling competitive with innovative drilling tech ](
SHARE
![]( ![]( ![]( ![](
![HEZ Energy highlights potential for lithium extraction from geothermal in Türkiye 14 Oct 2025 HEZ Energy highlights potential for lithium extraction from geothermal in Türkiye ](
SHARE
![]( ![]( ![]( ![](
![Boosting investor confidence in geothermal through strategic expertise – Jordan Weddepohl, Arup 13 Oct 2025 Boosting investor confidence in geothermal through strategic expertise – Jordan Weddepohl, Aru ](
SHARE
![]( ![]( ![]( ![](
![Budapest, Hungary selected to host the 2028 European Geothermal Congress 10 Oct 2025 Budapest, Hungary selected to host the 2028 European Geothermal Congress ](
SHARE
![]( ![]( ![]( ![](
![European Geothermal Congress 2025 opens in Zürich, Switzerland 8 Oct 2025 European Geothermal Congress 2025 opens in Zürich, Switzerland ](
SHARE
![]( ![]( ![]( ![](
![CHARGE Europe 2025 to Explore Energy Branding in Istanbul 8 Oct 2025 CHARGE Europe 2025 to Explore Energy Branding in Istanbul ](
SHARE
![]( ![]( ![]( ![](
![Octavia Carbon: Direct Air Capture as an enabler of geothermal growth in Kenya 6 Oct 2025 Octavia Carbon: Direct Air Capture as an enabler of geothermal growth in Kenya ](
SHARE
![]( ![]( ![]( ![](
[]( [](
![](
![](
![](
![](
![](
![](
We use cookies on our website to give you the most relevant experience by remembering your preferences and repeat visits. By clicking “Accept”, you consent to the use of ALL the cookies.
Cookie settingsACCEPT
Manage consent
Close
#### Privacy Overview
This website uses cookies to improve your experience while you navigate through the website. Out of these, the cookies that are categorized as necessary are stored on your browser as they are essential for the working of basic functionalities of the ...
Necessary
Necessary
Always Enabled
Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
Non-necessary
Non-necessary
Any cookies that may not be particularly necessary for the website to function and is used specifically to collect user personal data via analytics, ads, other embedded contents are termed as non-necessary cookies. It is mandatory to procure user consent prior to running these cookies on your website.
SAVE & ACCEPT
Go to mobile version
!notification icon
Welcome to ThinkGeoEnergy!
We would like your permission to send you news and updates!
Later",
